Equipment_ID,OrderType,WorkOrderDescription,OperationDescription,Maintenance_activity_type,CreatedDate,ActualStartDate,ActualFinishDate,OrderStatus,MaintenanceWorkCenter
HX-305,CM,Heat Exchanger HX-04 outlet temperature low. Heat transfer coefficient 262 W/m2K below design 143 W/m2K.,Chemical clean tube side with phosphoric acid 10% solution for 2 hours. Flush with demineralised water. Re-baseline heat transfer performance.,CM01,2019-10-29,2019-10-29,2019-10-30,CLSD,MECH_TEAM_C
HX-305,CM,Heat Exchanger HX-201 differential pressure high alarm. Tube side pressure drop 252.50 bar versus clean baseline 7.60 bar.,Isolate and drain tube side. Hydroblast tube bundle to remove fouling deposit. Inspect tube wall thickness using eddy current testing. Reassemble and pressure test.,CM01,2020-08-27,2020-08-27,2020-08-27,CLSD,MECH_TEAM_C
HX-305,PM,"Heat Exchanger HX-201 annual inspection. Tube bundle inspection, gasket replacement and pressure test.",Drain and open channel head. Inspect tube sheet and tubes using boroscope. Replace gaskets on both heads. Hydraulic pressure test. Reinstate and commission.,PM01,2020-08-28,2020-10-21,2020-10-22,TECO,MECH_TEAM_C
HX-305,CM,Heat Exchanger HX-101 differential pressure high alarm. Tube side pressure drop 278.00 bar versus clean baseline 121.60 bar.,Isolate and drain tube side. Hydroblast tube bundle to remove fouling deposit. Inspect tube wall thickness using eddy current testing. Reassemble and pressure test.,CM03,2022-04-20,2022-04-22,2022-04-22,CLSD,MECH_TEAM_C
HX-305,PM,"Heat Exchanger HX-301 annual inspection. Tube bundle inspection, gasket replacement and pressure test.",Drain and open channel head. Inspect tube sheet and tubes using boroscope. Replace gaskets on both heads. Hydraulic pressure test. Reinstate and commission.,PM03,2019-01-05,2019-03-05,2019-03-05,TECO,MECH_TEAM_C
HX-305,CM,,Isolate and drain tube side. Hydroblast tube bundle to remove fouling deposit. Inspect tube wall thickness using eddy current testing. Reassemble and pressure test.,CM03,2020-05-19,2020-05-22,,CLSD,MECH_TEAM_C
HX-305,CM,Heat Exchanger HX-03 outlet temperature low. Heat transfer coefficient 59 W/m2K below design 195 W/m2K.,Chemical clean tube side with citric acid 15% solution for 2 hours. Flush with demineralised water. Re-baseline heat transfer performance.,CM01,2021-03-14,2021-03-14,2021-03-14,TECO,MECH_TEAM_C
HX-305,CM,Heat Exchanger HX-02 differential pressure high alarm. Tube side pressure drop 230.80 bar versus clean baseline 126.10 bar.,Isolate and drain tube side. Hydroblast tube bundle to remove fouling deposit. Inspect tube wall thickness using eddy current testing. Reassemble and pressure test.,CM02,2022-07-28,2022-07-28,2022-07-29,TECO,MECH_TEAM_C
HX-305,PM,"Heat Exchanger HX-02 annual inspection. Tube bundle inspection, gasket replacement and pressure test.",Drain and open channel head. Inspect tube sheet and tubes using boroscope. Replace gaskets on both heads. Hydraulic pressure test. Reinstate and commission.,PM02,2019-11-01,2019-12-03,2019-12-03,TECO,MECH_TEAM_C
HX-305,CM,Heat Exchanger HX-04 differential pressure high alarm. Tube side pressure drop 196.60 bar versus clean baseline 181.30 bar.,Isolate and drain tube side. Hydroblast tube bundle to remove fouling deposit. Inspect tube wall thickness using eddy current testing. Reassemble and pressure test.,CM02,2021/03/12,2021-03-14,2021-03-14,TECO,MECH_TEAM_C
HX-305,PM,Heat Exchanger HX-101 six-monthly fouling inspection based on duty criticality.,Measure differential pressure and calculate fouling factor. If above threshold clean tube bundle. Inspect sacrificial anodes. Document condition in RBI record.,PM03,2020-12-06,2021-02-02,2021-02-02,CLSD,MECH_TEAM_C
HX-305,CM,Heat Exchanger HX-301 outlet temperature low. Heat transfer coefficient 36 W/m2K below design 36 W/m2K.,Chemical clean tube side with EDTA 5% solution for 4 hours. Flush with demineralised water. Re-baseline heat transfer performance.,CM03,2023-02-13,2023-02-16,2023-02-16,CLSD,MECH_TEAM_C
HX-305,PM,,Drain and open channel head. Inspect tube sheet and tubes using boroscope. Replace gaskets on both heads. Hydraulic pressure test. Reinstate and commission.,PM01,2019-04-16,2019-06-09,2019-06-09,TECO,MECH_TEAM_C
HX-305,CM,Heаt Exchangеr HX-101 οutlet tеmрerature low. Heat trаnsfer cοefficient 29 W/m2K belοw design 20 W/m2K.,Chemical clean tube side with sodium hydroxide 5% solution for 4 hours. Flush with demineralised water. Re-baseline heat transfer performance.,CM02,2022-04-20,2022-04-22,2022-04-22,CLSD,MECH_TEAM_C
HX-305,PM,"Heat Exchanger HX-02 annual inspection. Tube bundle inspection, gasket replacement and pressure test.",Drain and open channel head. Inspect tube sheet and tubes using boroscope. Replace gaskets on both heads. Hydraulic pressure test. Reinstate and commission.,PM02,2022-07-28,2022-08-29,2022-08-30,TECO,MECH_TEAM_C
HX-305,PM,Heat Exchanger HX-201 six-monthly fouling inspection based on duty criticality.,Measure differential pressure and calculate fouling factor. If above threshold clean tube bundle. Inspect sacrificial anodes. Document condition in RBI record.,PM03,2019-04-15,2019-06-10,2019-06-10,CLSD,MECH_TEAM_C
HX-305,CM,Heat Exchanger HX-301 tube leak detected. Cross contamination confirmed by conductivity rise on shell side.,Pressure test tube bundle with nitrogen. Identify leaking tubes. Plug failed tubes or replace bundle. Hydrotest at 1.5x design pressure. Update mechanical integrity record.,CM01,2021-10-02,2021-10-03,2021-10-03,PCNF,MECH_TEAM_C
HX-305,CM,Heat Exchanger HX-04 outlet temperature low. Heat transfer coefficient 262 W/m2K below design 143 W/m2K.,Chemical clean tube side with phosphoric acid 10% solution for 2 hours. Flush with demineralised water. Re-baseline heat transfer performance.,CM01,2021-03-13,2021-03-12,2021-03-13,CLSD,MECH_TEAM_C
HX-305,PM,"Heat Exchanger HX-01 annual inspection. Tube bundle inspection, gasket replacement and pressure test.",Drain and open channel head. Inspect tube sheet and tubes using boroscope. Replace gaskets on both heads. Hydraulic pressure test. Reinstate and commission.,PM01,2022-07-29,2022-08-21,2022-08-21,TECO,MECH_TEAM_C
HX-305,CM,Heat Exchanger HX-301 tube leak detected. Cross contamination confirmed by conductivity rise on shell side.,Pressure test tube bundle with nitrogen. Identify leaking tubes. Plug failed tubes or replace bundle. Hydrotest at 1.5x design pressure. Update mechanical integrity record.,CM01,2019-01-05,2019-01-06,,PCNF,MECH_TEAM_C
HX-305,PM,Heat Exchanger HX-03 six-monthly fouling inspection based on duty criticality.,Measure differential pressure and calculate fouling factor. If above threshold clean tube bundle. Inspect sacrificial anodes. Document condition in RBI record.,PM01,2019-10-31,2019-11-17,2019-11-17,CLSDD,MECH_TEAM_C
HX-305,CM,Heat Exchanger HX-201 tube leak detected. Cross contamination confirmed by conductivity rise on shell side.,Pressure test tube bundle with nitrogen. Identify leaking tubes. Plug failed tubes or replace bundle. Hydrotest at 1.5x design pressure. Update mechanical integrity record.,CM02,2020-08-28,2020-08-29,2020-08-29,  PCNF  ,MECH_TEAM_C
HX-305,CM,Heat Exchanger HX-02 differential pressure high alarm. Tube side pressure drop 230.80 bar versus clean baseline 126.10 bar.,Isolate and drain tube side. Hydroblast tube bundle to remove fouling deposit. Inspect tube wall thickness using eddy current testing. Reassemble and pressure test.,CM02,2021-03-15,2021-03-15,2021-03-16,TECO,MECH_TEAM_C
HX-305,PM,Heat Exchanger HX-04 six-monthly fouling inspection based on duty criticality.,Measure differential pressure and calculate fouling factor. If above threshold clean tube bundle. Inspect sacrificial anodes. Document condition in RBI record.,PM03,2022-07-26,2022-08-23,2022-08-24,PCNF,MECH_TEAM_C
HX-305,PM,"Heat Exchanger HX-03 annual inspection. Tube bundle inspection, gasket replacement and pressure test.",Drain and open channel head. Inspect tube sheet and tubes using boroscope. Replace gaskets on both heads. Hydraulic pressure test. Reinstate and commission.,PM03,2019-10-30,2019-11-28,2019-11-29,TECO,MECH_TEAM_C
HX-305,PM,"Heat Exchanger HX-301 annual inspection. Tube bundle inspection, gasket replacement and pressure test.",Drain and open channel head. Inspect tube sheet and tubes using boroscope. Replace gaskets on both heads. Hydraulic pressure test. Reinstate and commission.,PM03,2020-05-19,2020-07-18,2020-07-18,TECO,MECH_TEAM_C
HX-305,PM,Heat Exchanger HX-03 six-monthly fouling inspection based on duty criticality.,Measure differential pressure and calculate fouling factor. If above threshold clean tube bundle. Inspect sacrificial anodes. Document condition in RBI record.,PM01,2022-07-26,2022-08-11,2022-08-11,CLSD,MECH_TEAM_C
HX-305,CM,Hеаt Exchanger HX-04 tubе leak dеtеctеd. Crοss contaminаtion cοnfirmed by сonductivity rise οn shell side.,Pressure test tube bundle with nitrogen. Identify leaking tubes. Plug failed tubes or replace bundle. Hydrotest at 1.5x design pressure. Update mechanical integrity record.,CM01,2022-07-26,2022-07-25,2022-07-26,CLSD,MECH_TEAM_C
HX-305,CM,Heat Exchanger HX-01 outlet temperature low. Heat transfer coefficient 287 W/m2K below design 20 W/m2K.,Chemical clean tube side with phosphoric acid 20% solution for 4 hours. Flush with demineralised water. Re-baseline heat transfer performance.,CM02,2019-11-02,2019-11-03,2019-11-03,PCNF,MECH_TEAM_C
HX-305,CM,Heat Exchanger HX-03 differential pressure high alarm. Tube side pressure drop 212.00 bar versus clean baseline 100.30 bar.,Isolate and drain tube side. Hydroblast tube bundle to remove fouling deposit. Inspect tube wall thickness using eddy current testing. Reassemble and pressure test.,CM03,2022-07-27,2022-07-25,2022-07-25,OPEN,MCEH_TEAM_C
HX-305,CM,Heat Exchanger HX-101 tube leak detected. Cross contamination confirmed by conductivity rise on shell side.,Pressure test tube bundle with nitrogen. Identify leaking tubes. Plug failed tubes or replace bundle. Hydrotest at 1.5x design pressure. Update mechanical integrity record.,CM03,2019-07-24,2019-07-25,2019-07-25,CLSD,Mech_Team_C
HX-305,PM,Heat Exchanger HX-101 six-monthly fouling inspection based on duty criticality.,Measure differential pressure and calculate fouling factor. If above threshold clean tube bundle. Inspect sacrificial anodes. Document condition in RBI record.,PM03,2019-07-25,2019-09-21,2019-09-21,CLSD,MECH_TEAM_C
HX-305,CM,Heat Exchanger HX-01 outlet temperature low. Heat transfer coefficient 287 W/m2K below design 20 W/m2K.,Chemical clean tube side with phosphoric acid 20% solution for 4 hours. Flush with demineralised water. Re-baseline heat transfer performance.,CM02,2021-03-15,2021-03-16,2021-03-16,PCNF,MECH_TEAM_C
HX-305,CM,Heat Exchanger HX-03 differential pressure high alarm. Tube side pressure drop 212.00 bar versus clean baseline 100.30 bar.,Isolate and drain tube side. Hydroblast tube bundle to remove fouling deposit. Inspect tube wall thickness using eddy current testing. Reassemble and pressure test.,,2019-10-31,2019-10-31,2019-10-31,OPEN,MECH_TEEAM_C
HX-305,PM,Heat Exchanger HX-01 six-monthly fouling inspection based on duty criticality.,Measure differential pressure and calculate fouling factor. If above threshold lean tube bundle. Inspect sacrificial anodes. Document condition in RBI record.,PM01,,2022-09-04,2022-09-04,CLSD,MECH_TEAM_C
HX-305,PM,"Heat Exchanger HX-101 annual inspection. Tube bundle inspection, gasket replacement and pressure test.",Drain and open channel head. Inspect tube sheet and tubes using boroscope. Replace gaskets on both heads. Hydraulic pressure test. Reinstate and commission.,PM02,2022-04-20,20220531,2022-06-01,CLSD,MECH_TEAM_C
HX-305,CM,Heat Exchanger HX-201 differential pressure high alarm. Tube side pressure drop 252.50 bar versus clean baseline 7.60 bar.,Isolate and drain tube side. Hydroblast tube bundle to remove fouling deposit. Inspect tube wall thickness using eddy current testing. Reassemble and pressure test.,CM01,2022-01-10,2022-01-09,2022-01-10,CLSD,MECH_TEAM_C
HX-305,CM,Heat Exchanger HX-02 outlet temperature low. Heat transfer coefficient 164 W/m2K below design 173 W/m2K.,Chemical clean tube side with citric acid 20% solution for 12 hours. Flush with demineralised water. Re-baseline heat transfer performance.,CM02,2019-10-31,2019-11-02,2019-11-03,CLSD,MECH_TEAM_C
HX-305,CM,Heat Exchanger HX-301 differential pressure high alarm. Tube side pressure drop 262.60 bar versus clean baseline 39.30 bar.,Isolate and drain tube side. Hydroblast tube bundle to remove fouling deposit. Inspect tube wall thickness using eddy current testing. Reassemble and pressure test.,CM03,2021-10-01,2021-10-03,2021-10-03,CLSD,MECH_TEAM_C
HX-305,CM,Heat Exchanger HX-02 tube leak detected. Cross contamination confirmed by conductivity rise on shell side.,Pressure test tube bundle with nitrogen. Identify leaking tubes. Plug failed tubes or replace bundle. Hydrotest at 1.5x design pressure. Update mechanical integrity record.,CM01,2021-03-15,2021-03-16,2021-03-16,REL,MECH_TEAM_C
HX-305,CM,Heat Exchanger HX-201 outlet temperature low. Heat transfer coefficient 171 W/m2K below design 39 W/m2K.,,CM02,2019-04-16,2019-04-14,2019-04-14,CLSD,MECH_TEAM_C
HX-305,PM,Heat Exchanger HX-02 six-monthly fouling inspection based on duty criticality.,Measure differential pressure and calculate fouling factor. If above threshold clean tube bundle. Inspect sacrificial anodes. Document condition in RBI record.,PM02,2019-10-31,2019-11-10,2019-11-10,REL,MECH_TEAM_C
HX-305,PM,"Heat Exchanger HX-03 annual inspection. Tube bundle inspection, gasket replacement and pressure test.",Drain and open channel head. Inspect tube sheet and tubes using boroscope. Replace gaskets on both heads. Hydraulic pressure test. Reinstate and commission.,PM03,2019-10-30,2019-11-28,2019-11-29,TECO,MECH_TEAM_C
HX-305,CM,Heat Exchanger HX-01 tube leak detected. Cross contamination confirmed by conductivity rise on shell side.,Pressure test tube bundle with nitrogen. Identify leaking tubes. Plug failed tubes or replace bundle. Hydrotest at 1.5x design pressure. Update mechanical integrity record.,CM03,2021-03-15,2021-03-18,2021-03-18,TECO,MECH_TEAM_C
HX-305,CM,Heаt Exchanger HX-02 diffеrential prеssure high alarm. Tube side prеssure drop 230.80 bar versus сleаn baseline 126.10 bar.,Isolate and drain tube side. Hydroblast tube bundle to remove fouling deposit. Inspect tube wall thickness using eddy current testing. Reassemble and pressure test.,CM02,2019-10-31,2019-11-01,2019-11-01,TECO,MECH_TEAM_C
HX-305,PM,"Heat Exchanger HX-301 annual inspection. Tube bundle inspection, gasket replacement and pressure test.",Drain and open channel head. Inspect tube sheet and tubes using boroscope. Replace gaskets on both heads. Hydraulic pressure test. Reinstate and commission.,PM03,2023-02-13,2023-04-13,2023-04-13,TECO,MECH_TEAM_C
HX-305,PM,Heat Exchanger HX-02 six-monthly fouling inspection based on duty criticality.,Measure differential pressure and calculate fouling factor. If above threshold clean tube bundle. Inspect sacrificial anodes. Document condition in RBI record.,PM02,2022-07-27,2022-08-07,2022-08-08,REL,MECH_TEAM_C
HX-305,PM,Heat Exchanger HX-301 six-monthly fouling inspection based on duty criticality.,Measure differential pressure and calculate fouling factor. If above threshold clean tube bundle. Inspect sacrificial anodes. Document condition in RBI record.,PM03,2019-01-05,2019-01-20,2019-01-20,TECO,MECH_TEAM_C
HX-305,PM,Heat Exchanger HX-03 six-monthly fouling inspection based on duty criticality.,Measure differential pressure and calculate fouling factor. If above threshold clean tube bundle. Inspect sacrificial anodes. Document condition in RBI record.,PM01,2021-03-13,2021-03-28,2021-03-28,CLSD,MECH_TEAM_C
HX-305,PM,Heat Exchanger HX-02 six-monthly fouling inspection based on duty criticality.,Measure differential pressure and calculate fouling factor. If above threshold clean tube bundle. Inspect sacrificial anodes. Document condition in RBI record.,,2021-03-14,2021-03-24,2021-03-24,REL,MECH_TEAM_C
HX-305,CM,Heat Exchanger HX-301 tube leak detected. Cross contamination confirmed by conductivity rise on shell side.,Pressure test tube bundle with nitrogen. Identify leaking tubes. Plug failed tubes or replace bundle. Hydrotest at 1.5x design pressure. Update mechanical integrity record.,CM01,2020-05-19,2020-05-20,2020-05-20,PCNF,MECH_TEAM_C
HX-305,CM,Heat Exchanger HX-101 tube leak detected. Cross contamination confirmed by conductivity rise on shell side.,Pressure test tube bundle with nitrogen. Identify leaking tubes. Plug failed tubes or replace bundle. Hydrotest at 1.5x design pressure. Update mechanical integrity record.,CM03,2020-12-05,2020-12-07,2020-12-07,CLSD,MECH_TEAM_C
HX-305,CM,Heat Exchanger HX-01 differential pressure high alarm. Tube side pressure drop 68.50 bar versus clean baseline 157.70 bar.,Isolate and drain tube side. Hydroblast tube bundle to remove fouling deposit. Inspect tube wall thickness using eddy current testing. Reassemble and pressure test.,CM02,2019-11-02,2019-11-02,2019-11-03,TECO,MECH_TEAM_C
HX-305,CM,Heat Exchanger HX-04 tube leak detected. Cross contamination confirmed by conductivity rise on shell side.,Pressure test tube bundle with nitrogen. Identify leaking tubes. Plug failed tubes or replace bundle. Hydrotest at 1.5x design pressure. Update mechanical integrity record.,Cm01,2019-10-29,2019-10-29,2019-10-30,,
HX-305,CM,Heat Exchanger HX-02 outlet temperature low. Heat transfer coefficient 164 W/m2K below design 173 W/m2K.,Chemical clean tube side with citric acid 20% solution for 12 hours. Flush with demineralised water. Re-baseline heat transfer performance.,CM02,2021-03-14,2021-03-14,2021-03-14,CLSD,MECH_TEAM_C
HX-305,CM,Heat Exchanger HX-01 tube leak detected. Cross contamination confirmed by conductivity rise on shell side.,Pressure tеst tube bundlе with nitrogеn. Identify leaking tubes. Plug failеd tubes or rеplаcе bundle. Hydrotest at 1.5x design pressure. Updаte mеchaniсal integrity rесοrd.,CM03,2019-11-02,2019-11-04,2019-11-04,TECO,MECH_TEAM_C
HX-305,CM,Heat Exchanger HX-201 differential pressure high alarm. Tube side pressure drop 252.50 bar versus clean baseline 7.60 bar.,Isolate and drain tube side. Hydroblast tube bundle to remove fouling deposit. Inspect tube wall thickness using eddy current testing. Reassemble and pressure test.,CM01,2022-01-10,2022-01-09,2022-01-10,CLSD,MECH_TEAM_C
HX-305,CM,Heat Exchanger HX-201 differential pressure high alarm. Tube side pressure drop 252.50 bar versus clean baseline 7.60 bar.,Isolate and drain tube side. Hydroblast tube bundle to remove fouling deposit. Inspect tube wall thickness using eddy current testing. Reassemble and pressure test.,CM01,2019-04-15,2019-04-16,,clsd,MECH_TEAM_C
HX-305,PM,Heat Exchanger HX-301 six-monthly fouling inspection based on duty criticality.,Measure differential pressure and calculate fouling factor. If above threshold clean tube bundle. Inspect sacrificial anodes. Document condition in RBI record.,PM03,2020-05-20,2020-06-05,2020-06-05,TECO,MECH_TEAM_C
HX-305,PM,"Heat Exchanger HX-01 annual inspection. Tube bundle inspection, gasket replacement and pressure test.",Drain and open channel head. Inspect tube sheet and tubes using boroscope. Replace gaskets on both heads. Hydraulic pressure test. Reinstate and commission.,PM01,2021-03-16,2021-04-07,2021-04-08,TECO,MECH_TEAM_C
R-201,CM,reactor r-01 agitator drive fault alarm. motor current 28.4 a spike then trip.,Inspect аgitator gearbox for damage. Cheсk mеchanical sеal on agitator shaft. Rерlаcе failed sеal аssembly. Verify torque at rаtеd speed.,CM03,2022-04-16,2022-04-17,2022-04-17,CLSD,MECH_TEAM_D
R-201,CM,reactor r-201 agitator drive fault alarm. motor current 192.3 a spike then trip.,Inspect agitator gearbox for damage. Check mechanical seal on agitator shaft. Replace failed seal assembly. Verify torque at rated speed.,CM02,2019-02-24,2019-02-27,2019-02-27,OPEN,MECH_TEAM_D
R-201,CM,Reactor R-101 agitator drive fault alarm. Motor current 6.3 A spike then tirp.,Inspect agitator gearbox for damage. Check mechanical seal on agitator shaft. Replace failed seal assembly. Verify torque at rated speed.,CM03,2022-01-05,2022-01-04,2022-01-04,OPEN,MECH_TEAM_D
R-201,PM,Reactor R-02 quarterly agitator mechanical seal and gearbox oil service.,Drain gearbox. Replace oil with approved grade. Inspect mechanical seal faces for wear. Replace seal if face wear exceeds tolerance. Check impeller clearance.,PM03,2019-07-19,2019-08-27,2019-08-27,REL,MECH_TEAM_D
R-201,CM,Reactor R-03 agitator drive fault alarm. Motor current 17.2 A spike then trip.,Inspect agitator gearbox for damage. Check mechanical seal on agitator shaft. Replace failed seal assembly. Verify torque at rated speed.,CM02,2019-07-18,2019-07-20,2019-07-20,TECO,mech_team_d
R-201,CM,Reactor R-02 pH probe AT failure. Reading frozen at 100.0 pH. Batch on hold.,Remove pH probe. Clean and bench calibrate using pH 4 and 7 buffer solutions. Replace if drifted beyond calibration tolerance. Reinstall and verify loop.,CM03,2022-04-15,2022-04-13,2022-04-13,CLSD,MECH_TEAM_D
R-201,PM,"Reactor R-101 annual shutdown inspection. Internal inspection, instrument calibration and gasket replacement.",Open reactor manways. Internal visual inspection for corrosion and erosion. Replace all manway gaskets. Calibrate all critical instruments. Update mechanical integrity record.,PM03,2019-04-12,2019-05-25,2019-05-26,OPEN,MECH_TEAM_D
R-201,CM,Reactor R-02 agitator drive fault alarm. Motor current 95.7 A spike then trip.,Inspect agitator gearbox for damage. Check mechanical seal on agitator shaft. Replace failed seal assembly. Verify torque at rated speed.,CM03,2019-07-19,2019-07-18,2019-07-19,TECO,MECH_TEAM_D
R-201,PM,"Reactor R-201 annual shutdown inspection. Internal inspection, instrument calibration and gasket replacement.",Open reactor manways. Internal visual inspection for corrosion and erosion. Replace all manway gaskets. Calibrate all critical instruments. Update mechanical integrity record.,PM02,2021-07-15,2021-09-07,2021-09-08,TECO,MECH_TEAM_D
R-201,CM,Reactor R-03 jacket leak confirmed. Pressure decay test failed on zone 101 at 13.8 bar.,Identify leak location on jacket weld seam using nitrogen pressure test. Weld repair by certified welder. Post weld heat treat if required. Retest at 1.5x design pressure.,CCM01,2022-04-14,2022-04-16,2022-04-16,REL,MECH_TEAM_D
R-201,PM,"Reactor R-03 annual shutdown inspection. Internal inspection, instrument calibration and gasket replacement.",Open reactor manways. Internal visual inspection for corrosion and erosion. Replace all manway gaskets. Calibrate all critical instruments. Update mechanical integrity record.,PM03,2020-11-30,2021-01-20,2021-01-20,PCNF,MECH_TEAM_D
R-201,CM,Reactor R-01 jacket leak confirmed. Pressure decay test failed on zone 114 at 2.1 bar.,Identify leak location on jacket weld seam using nitrogen pressure test. Weld repair by certified welder. Post weld heat treat if required. Retest at 1.5x design pressure.,CM01,2020-12-01,2020-12-03,2020-12-04,CRTD,MECH_TEAM_D
R-201,PM,,Open reactor manways. Internal visual inspection for corrosion and erosion. Replace all manway gaskets. Calibrate all critical instruments. Update mechanical integrity record.,PM03,2020-088-24,2020-10-07,2020-10-07,OPEN,MECH_TEAM_D
R-201,PM,,Open reactor manways. Internal visual inspection for corrosion and erosion. Replace all manway gaskets. Calibrate all critical instruments. Update mechanical integrity record.,PM02,2023-02-09,2023-04-03,223-04-04,TECO,MECH_TEAM_D
R-201,PM,"Reactor R-201 annual shutdown inspection. Internal inspection, instrument calibratio and gasket replacement.",Open reactor manways. Internal visual inspection for corrosion and erosion. Replace all manway gaskets. Calibrate all critical instruments. Update mechanical integrity record.,PM02,2021-09-27,2021-11-19,2021-11-19,TECO,MECH_TEAM_D
R-201,CM,Reactor R-201 pH probe AT failure. Reading frozen at 216.6 pH. Batch on hold.,,CM02,2021-09-27,2021-09-26,2021-09-26,CLSD,MECH_TEAM_D
R-201,CM,Reactor R-101 agitator drive fault alarm. Motor current 6.3 A spike then trip.,Inspect agitator gearbox for damage. Check mechanical seal on agitator shaft. Replace failed seal assembly. Verify torque at rated speed.,CM03,2020-08-24,2020-08-32,2020-08-23,OPEN,MECH_TEAM_D
R-201,PM,,Open reactor manways. Internal visual inspection for corrosion and erosion. Replace all manway gaskets. Calibrate all critical instruments. Update mechanical integrity record.,PM01,2022-04-15,2022-05-25,2022-05-26,CLSD,MECH_TEAM_D
R-201,CM,,Inspect agitator gearbox for damage. Check mechanical seal on agitator shaft. Replace failed seal assembly. Verify torque at rated speed.,CM03,2020-11-30,2020-12-01,2020-12-01,TECO,MECH_TEAM_D
R-201,PM,"Reactor R-01 annual shutdown inspection. Internal inspection, instrument calibration and gasket replacement.",Open reactor manways. Internal visual inspection for corrosion and erosion. Replace all manway gaskets. Calibrate all critical instruments. Update mechanical integrity record.,PM01,2020-12-01,2021-01-10,2021-01-11,CLSD,MECH_TEAM_D
R-201,PM,Reactor R-101 quarterly agitator mechanical seal and gearbox oil service.,Drain gеarbοx. Replacе oil with aррroved grade. Inspect mechanical seаl fаcеs fοr weаr. Rеplace seal if face weаr exceeds tolеrance. Cheсk impeller clеarance.,PM03,2019-04-11,2019-06-07,2019-06-07,OPEN,MECH_TEAM_D
R-201,CM,Reactor R-201 pH probe AT failure. Reading frozen at 216.6 pH. Batch on hold.,Remove pH probe. Clean and bench calibrate using pH 4 and 7 buffer solutions. Replace if drifted beyond calibration tolerance. Reinstall and verify loop.,CM02,2020-05-15,2020-05-15,2020-05-15,CLSD,MECH_TEAM_D
R-201,CM,Reactor R-03 pH probe AT failure. Reading frozen at 30.6 pH. Batch on hold.,Remove pH probe. Clean and bench calibrate using pH 4 and 7 buffer solutions. Replace if drifted beyond calibration tolerance. Reinstall and verify loop.,CM03,2020-11-29,2020-12-01,2020-12-01,TECO,MECH_TEAM_D
R-201,CM,Reactor R-201 agitator drive fault alarm. Motor current 192.3 A spike then trip.,Inspect agitator gearbox for damage. Check mechanical seal on agitator shaft. Replace failed seal assembly. Verify torque at rated speed.,CM02,2020-05-15,2020-05-17,2020-05-17,OPEN,MECH_TEAM_D
R-201,CM,Reactor R-101 pH probe AT failure. Reading frozen at 200.2 pH. Batch on hold.,Remove pH probe. Clean and bench calibrate using pH 4 and 7 buffer solutions. Replace if drifted beyond calibration tolerance. Reinstall and verify loop.,CM02,2019-04-11,2019-04-14,2019-04-14,TECO,MECH_TEAM_D
R-201,PM,Reactor R-03 quarterly agitator mechanical seal and gearbox oil service.,Drain gearbox. Replace oil with approved grade. Inspect mechanical seal faces for wear. Replace seal if face wear exceeds tolerance. Check impeller clearance.,PM01,2022-04-13,2022-05-26,2022-05-26,PCNF,MECH_TEAM_D
R-201,PM,Reactor R-201 quarterly agitator mechanical seal and gearbox oil service.,Drain gearbox. Replace oil with approved grade. Inspect mechanical seal faces for wear. Replace seal if face wear exceeds toleraance. Check impeller clearance.,PM02,2024-07-24,2024-09-04,2024-09-04,OPEN,MECH_TEAM_D
R-201,PM,"Reactor R-02 annual shutdown inspection. Internal inspection, instrument calibration and gasket replacement.",Open reactor manways. Internal visual inspection for corrosion and erosion. Replace all manway gaskets. Calibrate all critical instruments. Update mechanical integrity record.,PM03,2020-11-30,2020-12-30,2020-12-31,PCNF,MECH_TEAM_D
R-201,PM,"Reactor R-201 annual shutdown inspection. Internal inspection, instrument calibration and gasket replacement.",Open reactor manways. Internal visual inspection for corrosion and erosion. Replace all manway gaskets. Calibrate all critical instruments. Update mechanical integrity record.,PM02,2020-05-15,2020-07-07,2020-07-07,TECO,  MECH_TEAM_D  
R-201,CM,Reactor R-101 pH probe AT failure. Reading frozen at 200.2 pH. Batch on hold.,Remove pH probe. Clean and bench calibrate using pH 4 and 7 buffer solutions. Replace if drifted beyond calibration tolerance. Reinstall and verify loop.,CM02,2020-08-23,2020-08-26,2020-08-26,TECO,MECH_TEAM_D
R-201,CM,Reactor R-02 pH probe AT failure. Reading frozen at 100.0 pH. Batch on hold.,Remove pH probe. Clean and bench calibrate using pH 4 and 7 buffer solutions. Replace if drifted beyond calibration tolerance. Reinstall and verify loop.,CM03,2020-11-30,2020-11-29,2020-11-29,CLSD,MECH_TEAM_D
R-201,PM,Reactor R-201 quarterly agitator mechanical seal and gearbox oil service.,Drain gearbox. Replace oil with approved grade. Inspect mechanical seal faces for wear. Replace seal if face wear exceeds tolerance. Check impeller clearance.,PM02,2023-02-10,2023-03-21,2023-03-21,OPEN,MECH_TEAM_D
R-201,PM,"Reactor R-03 annual shutdown inspection. Internal inspection, instrument calibration and gasket replacement.",Open reactor manways. Internal visual inspection for corrosion and erosion. Replace all manway gaskets. Calibrate all critical instruments. Update mechanical integrity record.,PM03,2019-07-18,2019-09-06,2019-09-07,PCNF,MECH_TEAM_D
R-201,CM,Reactor R-03 agitator drive fault alarm. Motor current 17.2 A spike then trip.,Inspect agitator gearbox for damage. Check mechanical seal on agitator shaft. Replace failed seal assembly. Verify torque at rated speed.,CM02,2022-04-13,2022-04-16,2022-04-16,Teco,MECH_TEAM_D
